zip,LAT,LNG,AVG_LIFE_EXP
02649,41.616801,-70.490097,80.8333333333333
02650,41.701947,-69.961375,80.6
02651,41.874985,-70.003492,80.3
02653,41.769125,-69.973580,81.1
02655,41.627984,-70.392013,82.4
02657,42.059829,-70.200407,78.7
02659,41.681465,-70.023537,80.2
02660,41.707699,-70.158560,81.0166666666667
02663,41.894444,-70.012180,82.2
02664,41.674727,-70.195648,78.8
02667,41.921997,-70.023356,82.2
02668,41.716216,-70.363070,82.75
02669,41.666693,-69.989716,80.2
02670,41.660113,-70.170678,79.9
02671,41.670839,-70.113400,76.4
02672,41.635700,-70.313634,79.3
02673,41.655712,-70.247044,77.3166666666667
02675,41.704155,-70.231801,81.2
02702,41.785113,-71.059047,82.35
02703,41.931653,-71.294503,78.9454545454545
02713,41.441295,-70.902217,80.7
02715,41.803649,-71.153380,81.9
02717,41.760108,-70.972874,82.5666666666667
02718,41.862486,-71.011690,79.3
02719,41.633619,-70.871306,80.05
02720,41.725050,-71.121329,75.75
02721,41.675125,-71.148281,75.99
02723,41.692705,-71.129726,76.5142857142857
02724,41.683936,-71.177500,77.4
02725,41.720043,-71.188272,78.8
02726,41.759700,-71.144592,80.45
02738,41.704138,-70.752225,80.2
02739,41.665794,-70.814531,81.3
02740,41.637485,-70.938265,77.015
02743,41.718217,-70.901151,80.15
02744,41.606252,-70.913632,76.6833333333333
02745,41.700737,-70.950546,79.72
02746,41.660995,-70.940137,77.39
02747,41.664711,-71.015699,80.5583333333333
02748,41.553084,-70.971453,81.2
02760,41.972509,-71.334397,79.575
02762,42.012800,-71.336602,81.5666666666667
02763,41.966866,-71.308574,78.5
02764,41.851929,-71.153598,83.1
02766,41.965341,-71.181780,79.8714285714286
02767,41.940996,-71.048499,79.4833333333333
02769,41.846878,-71.244870,81.08
02770,41.759846,-70.838449,84.2
02771,41.842106,-71.322309,81.48
02777,41.758163,-71.214181,80.6
02779,41.838061,-71.077615,79.2333333333333
02780,41.909112,-71.118346,79.0571428571429
02790,41.599176,-71.082371,80.6
02791,41.528538,-71.078091,82.1
02802,41.952130,-71.456233,80.5
02804,41.434772,-71.769527,81.1
02806,41.734753,-71.319732,83.2333333333333
02807,41.176815,-71.577085,82.5
02808,41.408251,-71.749674,82.2666666666667
02809,41.675730,-71.273331,80.225
02812,41.478948,-71.652334,78.4
02813,41.394216,-71.669822,79.9
02814,41.895948,-71.700406,79.525
02815,41.774630,-71.647954,80.95
02816,41.696499,-71.622662,78.3363636363636
02817,41.637083,-71.678361,76.1
02818,41.642919,-71.485719,80.54
02822,41.570210,-71.626993,78.45
02825,41.782067,-71.726833,81.0
02826,41.982746,-71.653144,83.6
02827,41.698748,-71.739118,78.2
02828,41.879928,-71.563999,79.425
02830,41.974930,-71.651187,83.95
02831,41.774762,-71.620289,81.12
02832,41.514717,-71.729622,79.9666666666667
02833,41.492067,-71.769901,81.1
02835,41.510088,-71.378366,81.3
02836,41.454681,-71.620208,78.4
02837,41.518769,-71.167247,84.0
02838,41.965257,-71.476374,80.5
02839,41.940757,-71.641513,83.6
02840,41.478216,-71.322375,79.3625
02841,41.511864,-71.332175,77.7
02842,41.518673,-71.281685,78.475
02852,41.588565,-71.459811,81.125
02857,41.822761,-71.633605,80.98
02858,41.964461,-71.651336,83.6
02859,41.959073,-71.757323,83.95
02860,41.870562,-71.388681,77.4764705882353
02861,41.878603,-71.353131,77.95
02863,41.890064,-71.393481,75.9571428571429
02864,41.966913,-71.428933,79.9285714285714
02865,41.915455,-71.449815,80.5166666666667
02871,41.587299,-71.261246,83.0
02872,41.597055,-71.320666,85.1
02873,41.533083,-71.780518,81.1
02874,41.508687,-71.481743,82.76
02875,41.456486,-71.638865,78.4
02876,41.994278,-71.585490,79.3
02878,41.609436,-71.178113,81.075
02879,41.424019,-71.534277,80.6166666666667
02881,41.478083,-71.524717,84.0
02882,41.415152,-71.465251,81.8666666666667
02885,41.725138,-71.258805,79.0333333333333
02886,41.703849,-71.455568,79.07
02888,41.747671,-71.406118,79.6
02889,41.700591,-71.376927,78.2181818181818
02891,41.361854,-71.789689,79.88
02892,41.492004,-71.594774,79.4
02893,41.679006,-71.518688,78.89
02894,41.444477,-71.703238,79.75
02895,42.001706,-71.499949,76.45
02896,41.975186,-71.544069,78.06
02898,41.517640,-71.668521,79.75
02903,41.818230,-71.409088,76.6571428571428
02904,41.858334,-71.436294,78.1307692307692
02905,41.784725,-71.396103,77.38
02906,41.840169,-71.390408,82.0571428571428
02907,41.798593,-71.424630,77.6642857142857
02908,41.839825,-71.436794,76.5166666666667
02909,41.821417,-71.453215,77.8111111111111
02910,41.774999,-71.435594,78.99
02911,41.854888,-71.472812,78.1833333333333
02912,41.825593,-71.402239,81.0
02914,41.814838,-71.365333,78.9
02915,41.772847,-71.354839,79.8
02916,41.842661,-71.352438,79.875
02917,41.905774,-71.523305,81.2333333333333
02919,41.827440,-71.519879,79.51
02920,41.767344,-71.465508,80.5076923076923
02921,41.768455,-71.515778,80.65
03031,42.874864,-71.600503,82.64
03032,42.997261,-71.363424,78.6
03033,42.749263,-71.675670,77.8
03034,43.056870,-71.340559,80.4666666666667
03036,42.984530,-71.255104,80.8
03037,43.141274,-71.248197,79.35
03038,42.892761,-71.276763,79.8272727272727
03042,43.054187,-71.084193,79.4
03043,42.997000,-71.817788,80.1
03044,43.000370,-71.119161,77.9
03045,43.021515,-71.563462,79.86
03046,43.116338,-71.595355,80.2
03047,42.938740,-71.879424,80.8
03048,42.742874,-71.761755,80.3333333333333
03049,42.749626,-71.585401,81.6666666666667
03051,42.760508,-71.409494,80.8166666666667
03052,42.846081,-71.468283,80.55
03053,42.869839,-71.387845,81.425
03054,42.852034,-71.519876,82.28
03055,42.818645,-71.673354,79.075
03057,42.908885,-71.694199,81.275
03060,42.741087,-71.458266,76.65
03062,42.722323,-71.501176,81.0
03063,42.782084,-71.518043,80.5666666666667
03064,42.779378,-71.474918,78.5
03070,42.981209,-71.677520,79.14
03071,42.746257,-71.874434,81.5
03076,42.730992,-71.337073,81.3
03077,43.038038,-71.205107,80.76
03079,42.788264,-71.221726,80.8714285714286
03082,42.896409,-71.768341,78.65
03084,42.826913,-71.875292,82.5
03086,42.832235,-71.759609,82.75
03087,42.811092,-71.302688,82.825
03101,42.989027,-71.466111,72.0
03102,43.011907,-71.491063,78.2833333333333
03103,42.950538,-71.446547,75.6333333333333
03104,43.009552,-71.439782,76.9222222222222
03106,43.082584,-71.446878,81.14
03109,42.963734,-71.400350,77.5333333333334
03110,42.935584,-71.536871,80.48
03215,43.942653,-71.447732,86.3
03216,43.451175,-71.797940,84.6
03217,43.726075,-71.642508,85.95
03218,43.338034,-71.277262,82.8
03220,43.474458,-71.482210,80.15
03221,43.258003,-71.960169,82.2
03222,43.642709,-71.789139,82.15
03223,43.855414,-71.685470,82.1333333333333
03224,43.362490,-71.558020,79.55
03225,43.363816,-71.241730,82.6
03226,43.711764,-71.504236,82.1
03227,43.841192,-71.480852,85.9
03229,43.202187,-71.696803,79.825
03230,43.508647,-71.890241,85.2
03231,43.473341,-71.762339,84.0
03233,43.424011,-71.931200,86.2
03234,43.204812,-71.348563,79.85
03235,43.449136,-71.674267,80.225
03237,43.423058,-71.387218,82.15
03238,43.984428,-71.911271,80.2
03240,43.574714,-71.952004,82.15
03241,43.751504,-71.817394,82.05
03242,43.169407,-71.831201,80.9666666666667
03243,43.528306,-71.769192,83.1666666666667
03244,43.128103,-71.916940,79.925
03245,43.761590,-71.583345,84.0
03246,43.576496,-71.482301,78.2285714285714
03249,43.519156,-71.375593,78.4666666666667
03251,44.100673,-71.494074,86.3
03253,43.631211,-71.498585,80.8
03254,43.717721,-71.369179,83.1666666666667
03255,43.314026,-72.024551,84.4
03256,43.623334,-71.632615,81.45
03257,43.417721,-71.990609,85.8333333333333
03258,43.265259,-71.408835,79.5
03259,43.875712,-71.395018,85.9
03260,43.343127,-71.923616,84.4
03261,43.211856,-71.223393,80.1666666666667
03262,43.999889,-71.714447,83.25
03263,43.288501,-71.309368,78.98
03264,43.738799,-71.702722,81.975
03266,43.782855,-71.884727,82.2
03268,43.386099,-71.772917,84.0
03269,43.524186,-71.601607,82.0
03273,43.301982,-71.926953,84.4
03275,43.170513,-71.417063,79.5
03276,43.431031,-71.575998,80.5
03278,43.308930,-71.835506,82.8
03279,43.965830,-71.859100,80.2
03280,43.190068,-72.093879,81.875
03281,43.078057,-71.703708,79.2666666666667
03282,43.858721,-71.923718,85.7
03284,43.473002,-72.013536,86.9
03285,43.947870,-71.635802,83.2
03287,43.443115,-71.922637,84.5333333333334
03290,43.129847,-71.131859,81.1
03291,43.179131,-71.142619,81.8
03301,43.238549,-71.555988,77.8333333333333
03303,43.311685,-71.665421,79.0
03304,43.133177,-71.537242,79.025
03307,43.333988,-71.446658,78.4
03431,42.965044,-72.294803,80.4625
03440,43.050291,-71.981967,79.95
03441,42.780669,-72.446994,74.9
03442,43.020281,-71.903693,80.1
03443,42.875727,-72.456114,81.1
03444,42.889279,-72.069849,84.5
03445,43.020616,-72.214374,81.6333333333333
03446,42.858271,-72.296360,80.8
03447,42.753205,-72.153028,82.85
03448,43.052622,-72.274498,80.2
03449,42.977339,-71.997821,83.8
03450,42.948515,-72.068894,84.5
03451,42.809298,-72.504822,76.8
03452,42.829254,-72.059901,83.6333333333333
03455,42.901769,-72.172904,82.2333333333333
03456,43.138544,-72.208769,80.8
03457,42.999482,-72.121703,82.85
