zip,LAT,LNG,AVG_LIFE_EXP
12037,42.344725,-73.567126,81.875
12040,42.637350,-73.350721,79.0
12041,42.577943,-73.952660,78.2
12042,42.416518,-73.938206,83.8
12043,42.693970,-74.530506,81.75
12045,42.482555,-73.800532,78.3
12046,42.507517,-73.925621,80.9
12047,42.784054,-73.726219,79.0333333333333
12051,42.345522,-73.842543,82.075
12052,42.754470,-73.478427,80.65
12053,42.757544,-74.190867,81.6
12054,42.608547,-73.864416,81.7833333333333
12056,42.764785,-74.095150,82.55
12057,42.968892,-73.346287,82.0
12058,42.344420,-73.917635,83.225
12059,42.619223,-74.060881,79.6666666666667
12060,42.410631,-73.505286,81.3
12061,42.599312,-73.657175,80.9333333333333
12062,42.538976,-73.504976,79.4333333333333
12063,42.568163,-73.638051,81.0
12064,42.614166,-74.655719,81.5
12065,42.852284,-73.785597,83.0133333333333
12066,42.790105,-74.352762,82.575
12067,42.557461,-73.920294,80.2666666666667
12068,42.956069,-74.401829,79.775
12069,42.946036,-74.279938,80.7
12070,42.986058,-74.263032,80.7
12071,42.552657,-74.422661,79.4
12072,42.884893,-74.356737,81.2
12074,43.054217,-74.030006,81.4666666666667
12075,42.299922,-73.633627,83.52
12076,42.410272,-74.395734,82.1
12077,42.588163,-73.777694,83.7666666666667
12078,43.134351,-74.339632,78.8111111111111
12083,42.424859,-74.026509,81.2666666666667
12084,42.704669,-73.899364,81.0
12085,42.703313,-73.963261,83.4
12086,43.009005,-74.086332,80.5666666666667
12087,42.432250,-73.892894,82.1
12089,42.867493,-73.312753,81.4
12090,42.876802,-73.351525,79.72
12092,42.696079,-74.378715,83.2333333333333
12093,42.497791,-74.628105,82.875
12094,42.899423,-73.490058,82.0
12095,43.024817,-74.403815,80.44
12106,42.389554,-73.710951,81.975
12108,43.573248,-74.451487,79.0
12110,42.750578,-73.776118,80.72
12115,42.477301,-73.576700,84.2
12116,42.538795,-74.911164,82.4
12117,43.167143,-74.261237,81.1
12118,42.909321,-73.713085,81.7875
12120,42.449724,-74.148844,80.0
12121,42.839897,-73.607392,80.9333333333333
12122,42.542020,-74.326145,80.625
12123,42.547343,-73.598306,80.24
12124,42.453111,-73.797581,86.3
12125,42.484748,-73.399844,79.1
12130,42.442223,-73.659380,80.7
12131,42.453371,-74.463913,80.75
12132,42.470521,-73.630031,84.2
12134,43.269201,-74.228185,80.32
12136,42.420119,-73.565108,81.2333333333333
12137,42.860334,-74.133072,81.0
12138,42.748836,-73.370379,81.46
12139,43.500221,-74.579544,79.0
12140,42.696684,-73.540064,82.45
12143,42.489818,-73.855238,82.475
12144,42.627836,-73.717842,79.1333333333333
12147,42.518611,-74.158840,80.0
12148,42.827793,-73.848164,85.525
12149,42.616654,-74.563446,81.325
12150,42.880523,-74.052689,78.2
12151,42.922697,-73.787225,83.3666666666667
12153,42.629923,-73.473341,79.9
12154,42.937460,-73.605775,82.2333333333333
12155,42.596357,-74.827655,83.175
12156,42.483504,-73.747254,82.8666666666667
12157,42.669798,-74.286077,81.66
12158,42.542158,-73.822091,81.9333333333333
12159,42.651428,-73.885894,81.7
12160,42.761621,-74.383152,82.775
12161,42.534769,-73.854863,83.4
12164,43.578133,-74.359045,79.0
12165,42.306136,-73.504114,81.5
12166,42.833587,-74.445509,81.825
12167,42.424942,-74.578036,81.62
12168,42.560862,-73.380714,78.9333333333333
12169,42.592887,-73.448036,79.6
12170,43.001956,-73.667271,83.0666666666667
12172,42.288764,-73.739212,80.9
12173,42.380013,-73.759660,83.15
12174,42.353449,-73.728436,85.4
12175,42.544369,-74.556220,80.15
12176,42.382017,-73.980862,85.05
12177,42.950952,-74.287260,79.0
12180,42.748588,-73.599536,79.075
12182,42.799699,-73.630864,78.725
12183,42.747870,-73.692595,76.3
12184,42.419893,-73.653359,81.54
12185,42.862521,-73.554112,82.5
12186,42.633164,-73.977188,81.8125
12187,42.618840,-74.463554,80.4333333333333
12188,42.821216,-73.695525,80.4
12189,42.736341,-73.717521,80.2833333333333
12190,43.475631,-74.285410,78.2
12192,42.409035,-73.827677,82.7
12193,42.522760,-74.043268,79.3333333333333
12194,42.528462,-74.447631,79.4
12195,42.482789,-73.475088,79.1
12196,42.631786,-73.613946,81.46
12197,42.609999,-74.724749,82.15
12198,42.672768,-73.633574,81.1666666666667
12202,42.635575,-73.759658,76.5285714285714
12203,42.681048,-73.846980,81.0428571428572
12204,42.691517,-73.733750,76.45
12205,42.718785,-73.829240,79.0636363636364
12206,42.674514,-73.782733,75.3
12207,42.658398,-73.745952,74.75
12208,42.653031,-73.809978,80.0125
12209,42.638686,-73.790469,77.95
12210,42.659502,-73.756237,75.35
12211,42.703095,-73.763706,77.72
12302,42.878182,-73.982505,81.9333333333333
12303,42.740387,-73.905398,78.1272727272727
12304,42.774690,-73.898297,78.8
12305,42.811981,-73.950252,75.8285714285714
12306,42.805429,-74.044227,79.175
12307,42.804981,-73.932822,73.8333333333333
12308,42.820980,-73.919670,78.4909090909091
12309,42.799830,-73.864972,81.3416666666667
12401,41.987541,-74.010273,79.5888888888889
12404,41.818958,-74.236082,81.5666666666667
12405,42.317909,-74.085995,79.15
12406,42.079943,-74.524093,82.25
12407,42.317638,-74.358152,79.6
12410,42.066096,-74.424732,80.15
12411,41.876019,-74.044802,80.25
12412,42.012732,-74.279585,83.6
12413,42.313984,-74.022160,81.36
12414,42.232019,-73.913867,80.4
12416,42.103040,-74.281552,81.0
12418,42.358758,-74.161680,80.0
12419,41.860252,-74.102007,81.6
12420,41.672466,-74.371559,78.0
12421,42.250044,-74.546139,81.7
12422,42.391829,-74.213288,80.0
12423,42.379218,-74.109746,80.0
12424,42.247617,-74.115847,79.45
12427,42.134238,-74.136736,79.3
12428,41.746858,-74.466143,78.175
12429,41.833329,-73.985378,80.9
12430,42.200758,-74.499160,81.0
12431,42.362023,-74.023533,81.7666666666667
12432,42.044420,-73.944531,85.5
12433,42.000641,-74.156576,82.9
12434,42.363640,-74.502385,89.1
12435,41.730800,-74.513360,77.75
12436,42.195759,-74.077821,79.3
12438,42.204899,-74.601006,85.2
12439,42.277817,-74.210390,79.6333333333333
12440,41.781151,-74.172876,82.2666666666667
12441,42.134422,-74.509215,79.3
12442,42.182411,-74.222991,79.45
12443,41.934991,-74.084925,81.36
12444,42.264233,-74.297520,79.6
12446,41.809559,-74.326443,79.125
12449,41.992378,-73.993774,76.5
12450,42.133247,-74.244279,79.3
12451,42.304893,-73.948176,80.4
12452,42.252385,-74.364938,79.6
12453,42.093389,-73.936281,78.0
12454,42.286970,-74.149542,79.45
12455,42.140733,-74.659478,80.625
12456,42.032705,-73.997133,78.8
12457,42.044071,-74.252501,81.0
12458,41.822918,-74.432080,78.2833333333334
12459,42.240382,-74.678893,85.2
12460,42.415615,-74.147590,80.0
12461,41.904961,-74.267998,82.45
12463,42.205517,-74.020428,80.95
12464,42.023540,-74.367292,81.0
12465,42.157153,-74.460016,82.25
12466,41.904345,-73.979025,80.9
12468,42.300462,-74.423763,79.0333333333333
12469,42.448595,-74.246097,81.05
12470,42.299624,-74.093387,78.3
12471,41.843871,-74.041344,80.9
12472,41.847090,-74.079545,80.4333333333333
12473,42.258166,-74.041007,78.3
12474,42.323807,-74.583034,78.2
12475,42.015237,-74.015432,78.6
12477,42.092591,-73.988110,79.325
12480,42.135382,-74.391275,79.9666666666667
12481,41.987348,-74.228435,84.55
12482,42.268143,-73.955446,78.85
12483,41.672377,-74.421991,77.9
12484,41.861918,-74.176528,82.725
12485,42.205023,-74.144201,79.45
12486,41.832417,-74.063984,80.8
12487,41.869399,-73.998805,80.9
12489,41.750485,-74.358293,78.0
12490,42.122854,-73.924476,78.7
12491,41.965192,-74.141459,82.34
12492,42.184926,-74.335763,79.6
12493,41.785665,-73.974132,80.9
12494,41.956598,-74.292894,82.1666666666667
12496,42.337294,-74.269692,79.65
12498,42.045663,-74.109618,81.2666666666667
12501,41.863095,-73.573627,80.9
12502,42.086568,-73.664724,82.8
12503,42.035959,-73.580146,81.7
12504,42.035298,-73.913144,78.4
12507,42.009241,-73.917141,78.4
12508,41.495996,-73.953632,79.6285714285714
12512,41.548499,-73.968402,80.2
12513,42.219307,-73.720481,89.0
12514,41.877409,-73.764423,83.0
12515,41.684774,-74.064840,83.8666666666667
12516,42.106275,-73.563583,80.95
12517,42.114296,-73.507454,80.2
12518,41.416157,-74.043064,83.4333333333333
12520,41.428017,-73.996195,83.4333333333333
12521,42.171335,-73.650487,83.875
12522,41.719979,-73.598384,80.16
12523,42.086870,-73.759509,85.8333333333333
12524,41.528785,-73.888317,81.83
12525,41.691564,-74.188272,83.4666666666667
12526,42.122234,-73.858769,84.55
12527,41.519428,-73.935669,82.0
12528,41.722054,-74.009482,81.75
12529,42.198626,-73.542777,82.85
12530,42.207459,-73.687752,89.0
12531,41.540556,-73.671671,83.05
12533,41.559772,-73.787099,82.4071428571429
12534,42.217345,-73.752256,80.7375
12538,41.792230,-73.893767,79.8
12540,41.671202,-73.724891,81.7125
12542,41.613876,-74.015014,82.925
12543,41.495520,-74.173104,78.6333333333333
12545,41.782904,-73.669402,81.2857142857143
12546,41.948000,-73.523349,81.6333333333333
12547,41.660687,-73.986567,82.4666666666667
12548,41.658064,-74.102416,84.05
12549,41.528031,-74.259365,80.3125
12550,41.539574,-74.057223,79.6133333333333
12553,41.455714,-74.074901,81.8125
12561,41.759307,-74.096058,83.36
12563,41.499189,-73.587226,82.2666666666667
12564,41.582614,-73.582577,79.4833333333333
12565,42.247128,-73.647638,89.0
12566,41.633519,-74.319661,81.6333333333333
12567,41.986194,-73.642216,82.8
12569,41.734556,-73.792835,80.7166666666667
12570,41.626321,-73.675662,83.2
12571,42.002775,-73.809608,82.4555555555556
12572,41.924885,-73.863664,81.3777777777778
12574,41.917688,-73.945658,77.7
12575,41.466705,-74.178871,79.95
12577,41.424040,-74.122142,82.2
12578,41.809120,-73.795854,81.4
12580,41.863651,-73.871536,80.225
12581,41.901615,-73.700592,82.2666666666667
12582,41.544301,-73.738452,83.2
12583,42.063367,-73.868652,82.02
12585,41.726404,-73.691510,83.45
12586,41.562764,-74.170102,80.65
12589,41.623791,-74.158771,82.8714285714286
12590,41.592556,-73.886853,81.9866666666666
12592,41.802075,-73.578626,80.7
12594,41.684461,-73.557676,78.5
12601,41.701921,-73.911519,79.155
12603,41.675868,-73.864484,80.5294117647059
12604,41.688259,-73.892171,82.5
12701,41.650829,-74.699907,80.0
12719,41.498250,-74.904285,82.1
12720,41.645848,-74.907849,79.8
12721,41.581723,-74.422422,80.24
12722,41.590634,-74.374304,78.4
12723,41.753100,-74.987694,83.0
12724,41.837621,-74.958711,84.8
12725,41.983183,-74.570105,78.1
12726,41.708209,-75.017203,81.2333333333333
12729,41.475792,-74.623499,79.9
12732,41.551487,-74.874606,82.1
12733,41.724769,-74.617933,78.65
12734,41.734585,-74.750460,78.5
12736,41.852843,-75.021754,83.3
12737,41.501481,-74.798632,80.7
12738,41.676246,-74.586211,78.4333333333333
12740,41.938832,-74.434026,78.3666666666667
12741,41.839141,-75.077725,81.45
12742,41.724328,-74.723518,82.35
12743,41.548548,-74.831025,83.5
12745,41.783433,-75.024648,82.2
12746,41.442335,-74.656785,80.1
12747,41.750928,-74.692894,78.5666666666667
12748,41.774642,-74.922609,80.18
12750,41.727825,-74.965854,79.6
12751,41.695730,-74.664485,81.5
12752,41.680039,-74.994190,84.3
12754,41.798195,-74.736889,77.7857142857143
12758,41.940283,-74.739118,78.9333333333333
12759,41.781730,-74.658853,78.05
12760,41.903930,-75.107835,80.85
12762,41.647960,-74.792011,81.5
12763,41.676348,-74.522774,78.8333333333333
12764,41.591553,-74.995556,83.6333333333333
12765,41.852341,-74.621165,76.9
12766,41.815208,-74.978854,84.05
12767,41.838093,-74.994415,83.3
12768,41.864443,-74.730022,77.2
12769,41.657942,-74.467272,78.4
12770,41.449118,-74.843117,80.7
12771,41.374380,-74.624279,77.5666666666667
12775,41.613617,-74.593360,78.8
12776,41.963341,-74.957643,80.85
12777,41.561782,-74.709708,80.5
12778,41.642678,-74.817550,79.8
12779,41.702466,-74.632195,79.7666666666667
12780,41.440142,-74.727343,80.3
12781,41.619674,-74.466383,78.4
12783,41.738633,-74.833724,77.3333333333333
12784,41.669877,-74.638240,77.8
12785,41.532391,-74.561274,80.7
12786,41.638710,-74.857609,79.8
12787,41.795394,-74.845029,76.1
12788,41.787539,-74.589314,77.9
12789,41.704524,-74.570951,78.4666666666667
12790,41.592057,-74.517419,79.0666666666667
12791,41.817275,-74.892870,81.3
12792,41.513920,-74.959820,83.5
12801,43.311160,-73.645286,78.3833333333333
12803,43.290078,-73.629363,79.4666666666667
12804,43.340954,-73.685911,81.0363636363636
12808,43.759987,-73.716438,80.4
12809,43.237078,-73.454506,81.18
12811,43.605457,-74.028330,80.0
12812,43.875794,-74.389767,80.0
12814,43.631894,-73.632551,78.2
12815,43.695985,-73.667881,80.4
12816,43.044236,-73.382032,84.225
12817,43.639585,-73.823628,78.85
12819,43.590870,-73.468547,80.0
12821,43.453564,-73.415995,83.8
12822,43.228585,-73.922206,78.85
12823,43.179961,-73.409117,83.9
12824,43.524756,-73.727177,79.15
12827,43.463898,-73.531366,82.7666666666667
12828,43.254993,-73.558355,79.28
12831,43.195329,-73.691811,81.22
12832,43.358467,-73.330271,81.7
12833,43.150000,-73.840896,83.38
12834,43.094307,-73.500583,82.9666666666667
12835,43.332745,-74.006336,78.3
12836,43.712353,-73.605587,79.35
12837,43.476445,-73.255601,79.9
12838,43.329063,-73.405066,84.2
12839,43.354486,-73.553953,80.05
12841,43.606007,-73.533013,80.0
12842,43.738345,-74.367058,80.0
12843,43.565104,-73.972748,80.0
12844,43.489396,-73.621194,83.1
12845,43.424048,-73.712740,80.475
12846,43.345965,-73.789720,79.0
12847,44.008384,-74.609231,79.4
12849,43.449567,-73.298320,79.3
12850,43.102616,-73.981441,79.75
12851,43.841891,-74.034467,85.9
12852,43.935800,-74.167514,85.9
12853,43.657554,-74.064187,82.1666666666667
12855,44.027010,-73.758053,85.9
12856,43.665940,-74.142961,80.0
12857,43.819563,-73.890620,81.8333333333333
12858,43.908933,-73.675780,79.0
12859,43.171875,-73.920872,84.4666666666667
12860,43.755794,-73.842385,80.5
12861,43.746887,-73.417527,79.15
12862,43.685405,-73.910321,80.6
12863,43.060363,-73.931906,77.8
12864,43.727365,-74.305388,80.0
12865,43.214159,-73.347451,82.5833333333333
12866,43.073715,-73.740236,82.9333333333333
12870,43.830056,-73.761222,81.8333333333333
12871,43.088569,-73.612965,82.7333333333333
12872,43.874656,-73.734418,79.0
12873,43.117451,-73.311646,83.35
12874,43.690561,-73.549743,80.4
12883,43.836596,-73.552843,78.4666666666667
12884,43.088396,-73.591291,77.5
12885,43.523052,-73.806561,79.26
12886,43.683437,-73.939175,80.0
12887,43.536760,-73.365798,80.9
12901,44.704190,-73.471392,79.4
12903,44.680303,-73.445883,77.1
12910,44.845249,-73.619461,81.2666666666667
12911,44.521440,-73.460805,77.3
12912,44.480941,-73.772482,80.2
12913,44.430097,-74.002212,80.0
12914,44.927419,-74.602942,80.0666666666667
12916,44.834052,-74.515665,81.0333333333334
12917,44.927638,-74.178910,80.15
12918,44.700736,-73.676657,80.7
12919,44.964539,-73.447083,82.35
12920,44.882767,-74.066008,78.7666666666667
12921,44.888628,-73.441064,82.9666666666667
12922,44.286614,-74.702114,86.7
12923,44.960319,-73.939419,76.0
12924,44.480467,-73.581081,75.3
12926,44.950821,-74.329000,81.45
12927,44.207250,-74.809746,83.6
12928,43.963837,-73.583248,77.7
12929,44.720027,-73.719234,76.0
12930,44.720458,-74.543229,82.4666666666667
12932,44.214405,-73.608948,80.85
12933,44.890994,-73.845341,76.0
12934,44.875376,-73.873665,76.0
12935,44.844657,-73.796933,78.6
12936,44.285062,-73.401450,80.85
12937,44.960847,-74.478455,80.8
12939,44.432944,-74.160829,80.0
12941,44.347329,-73.702866,86.4
12942,44.232492,-73.826827,83.6
12943,44.122772,-73.883500,83.6
12944,44.433105,-73.533248,78.8333333333333
12945,44.309091,-74.240440,81.55
12946,44.206554,-74.046061,82.2333333333333
12950,44.318369,-73.581246,78.1
12952,44.708320,-73.905660,78.0
12953,44.745352,-74.260037,78.3285714285714
12955,44.806650,-73.970421,77.1
12956,44.097612,-73.481333,77.2
12957,44.848324,-74.574605,78.9
12958,44.960295,-73.571184,82.9666666666667
12959,44.952351,-73.719912,81.2
12960,44.015756,-73.572348,77.2
12961,44.057111,-73.549539,77.2
12962,44.701391,-73.605439,82.5
12964,44.125919,-73.626721,84.75
12965,44.703456,-74.685289,85.1
12966,44.798893,-74.418686,77.9333333333333
12967,44.774921,-74.657566,82.125
12969,44.710897,-74.098150,78.2
12970,44.478136,-74.307514,82.65
12972,44.554081,-73.569296,80.55
12973,44.287677,-74.594706,83.6
12974,44.060141,-73.464831,77.2
12975,44.529091,-73.430536,79.3
12976,44.503733,-74.230251,80.0
12977,44.277015,-74.072971,79.9
12978,44.616360,-73.808710,80.0
12979,44.991657,-73.373374,83.5
12980,44.563851,-74.524079,85.2
12981,44.627099,-73.845851,78.6666666666667
12983,44.307529,-74.147022,82.1571428571429
12985,44.560709,-73.738967,82.5333333333333
12986,44.226011,-74.480931,81.1666666666667
12987,44.320841,-73.753460,83.2
12989,44.520103,-74.069774,80.0
12992,44.817751,-73.516729,82.875
12993,44.211345,-73.476221,79.6333333333333
12996,44.355266,-73.448055,80.0
12997,44.372798,-73.892043,82.1333333333334
12998,44.077800,-73.576545,77.2
13020,42.816424,-76.074504,86.1
13021,42.922279,-76.558539,80.4933333333333
13024,42.934596,-76.574232,73.9
13026,42.744043,-76.652266,85.4
13027,43.166437,-76.364345,81.82
13028,43.305216,-75.945294,80.9
13029,43.225942,-76.151343,79.8333333333333
13030,43.152233,-75.962695,80.0
13031,43.045015,-76.309541,82.0363636363636
13033,43.188494,-76.562626,81.58
13034,42.956780,-76.707909,82.6333333333333
13035,42.940849,-75.830103,82.6333333333333
13036,43.309256,-76.166775,79.5571428571428
13039,43.172142,-76.056249,79.8
13040,42.559649,-75.930761,82.8
13041,43.192089,-76.192302,81.4166666666667
13042,43.260450,-75.852580,79.85
13044,43.291249,-75.996241,80.1333333333333
13045,42.573849,-76.202145,80.7615384615385
13051,42.876725,-75.908639,85.8
13052,42.712310,-75.865194,83.7
13053,42.479575,-76.267918,84.1
13054,43.169352,-75.666823,77.0
13057,43.101955,-76.037919,78.9222222222222
13060,43.022862,-76.411872,82.425
13061,42.871851,-75.762082,81.1
13063,42.847849,-75.977961,85.95
13064,43.328996,-76.711915,82.6
13066,43.032475,-76.000667,82.94
13068,42.492431,-76.359199,81.35
13069,43.329276,-76.380655,79.1769230769231
13071,42.675114,-76.542579,85.4
13072,42.762210,-75.763989,82.9
13073,42.583670,-76.387923,80.46
13074,43.310917,-76.549843,80.675
13076,43.353715,-76.149309,78.2
13077,42.727973,-76.211042,83.2714285714286
13078,42.958399,-76.061101,82.5714285714286
13080,43.093210,-76.485258,81.4333333333333
13081,42.673617,-76.627152,82.1
13082,43.102730,-75.959888,81.3666666666667
13083,43.645775,-75.981680,81.6
13084,42.880541,-76.124474,82.8142857142857
13087,42.708597,-76.154050,82.9
13088,43.112421,-76.189457,80.2818181818182
13090,43.153084,-76.212402,80.34
13092,42.654563,-76.419295,82.25
13101,42.589192,-76.056073,82.275
13102,42.550304,-76.292002,81.5
13103,43.325760,-76.109544,78.95
13104,42.963030,-75.948439,83.84
13108,42.964845,-76.331113,83.5571428571429
13110,42.895398,-76.280364,83.975
13111,43.258488,-76.614264,81.0333333333333
13112,43.106266,-76.417239,81.125
13113,43.162650,-76.538623,83.4
13114,43.465706,-76.244786,80.8
13115,43.398646,-76.478779,80.0
13116,43.074797,-76.007947,80.2
13117,43.009299,-76.707508,79.8
13118,42.755585,-76.387278,83.9
13120,42.933187,-76.175145,78.36
13122,42.837754,-75.861520,83.525
13123,43.233564,-75.769068,77.0
13124,42.661074,-75.823604,84.3
13126,43.438798,-76.457454,80.2166666666667
13131,43.423243,-76.091802,79.08
13132,43.271918,-76.251052,79.35
13135,43.253687,-76.314375,80.3714285714286
13136,42.614098,-75.844788,84.3
13138,42.899087,-76.014634,85.8
13140,43.060381,-76.650274,82.5
13141,42.752495,-76.185697,83.725
13142,43.554899,-76.137872,81.9
13143,43.235788,-76.714793,81.15
13144,43.568747,-75.977023,79.9333333333333
13145,43.646742,-76.116311,82.85
13146,43.085645,-76.750191,81.55
13147,42.775406,-76.569608,85.4
13148,42.913372,-76.785260,80.7142857142857
13152,42.890839,-76.372620,83.5
13153,42.996557,-76.453627,82.0
13155,42.674546,-75.776726,84.3
13156,43.325990,-76.661306,78.6666666666667
13157,43.206652,-75.721431,77.0
13158,42.696935,-75.951068,83.9666666666667
13159,42.802964,-76.111618,83.1
13160,42.827598,-76.648904,84.5
13164,43.096891,-76.312578,81.7
13165,42.916639,-76.883297,79.8
13166,43.078935,-76.565379,81.6
13167,43.326421,-76.060260,78.85
13202,43.043782,-76.150638,73.6625
13203,43.061111,-76.134924,77.0
13204,43.050817,-76.177473,77.025
13205,43.005276,-76.142030,74.9363636363636
13206,43.073465,-76.105806,79.6
13207,43.012813,-76.163317,76.2909090909091
13208,43.078768,-76.145230,76.7666666666667
13209,43.068502,-76.224251,79.9454545454545
13210,43.031057,-76.127249,78.6875
13211,43.103572,-76.119484,76.6333333333333
13212,43.129697,-76.130154,79.15625
13214,43.038709,-76.075591,80.575
13215,42.980793,-76.223386,80.475
13219,43.041266,-76.224195,80.8888888888889
13224,43.037162,-76.102900,78.6333333333333
13301,43.416050,-75.218175,79.0
13302,43.498115,-75.965068,78.1
13303,43.367414,-75.468212,81.1
13304,43.243880,-75.160287,81.8666666666667
13305,43.892289,-75.421171,90.8
13308,43.251266,-75.657668,77.55
13309,43.452005,-75.355443,81.3833333333333
13310,42.889620,-75.571545,84.5
13312,43.691839,-75.204374,83.6
13313,42.880221,-75.272902,80.4
13314,42.816533,-75.319104,78.2
13315,42.744144,-75.143611,82.9
13316,43.418917,-75.739740,80.35
13317,42.854101,-74.590839,81.0
13318,42.921536,-75.260063,80.2
13319,43.026436,-75.266925,86.25
13320,42.777805,-74.740798,81.48
13321,43.087796,-75.370637,79.4
13322,42.954345,-75.201657,80.8333333333333
13323,43.039981,-75.379353,80.3428571428571
13324,43.320641,-74.961602,81.8
13325,43.576282,-75.527857,83.2
13326,42.722511,-74.895371,79.3
13327,43.972929,-75.262309,87.95
13328,42.985096,-75.429027,82.4666666666667
13329,43.107462,-74.708431,79.0333333333333
13331,43.866299,-74.880901,79.9
13332,42.764159,-75.581736,84.125
13333,42.836995,-74.818644,79.3
13334,42.827039,-75.656427,81.1
13335,42.702260,-75.248224,84.0
13337,42.757804,-74.999545,78.5
13338,43.528032,-74.987121,79.05
13339,42.936895,-74.658658,79.9
13340,43.061642,-75.128570,80.62
13341,43.036086,-75.396891,82.2
13342,42.654143,-75.195234,84.0
13343,43.751239,-75.311500,82.3
13345,43.687108,-75.321254,83.6
13346,42.818442,-75.544331,82.95
13348,42.709982,-75.066926,81.1
13350,43.061009,-75.000439,79.3
13352,43.313337,-75.116208,81.5
13353,43.447279,-74.694629,79.0
13354,43.265093,-75.268497,80.68
13355,42.809841,-75.430434,83.25
13357,42.971061,-75.081209,79.5166666666667
13360,43.721790,-74.714836,79.9
13361,42.904352,-74.867560,80.525
13362,42.982178,-75.522003,81.7
13363,43.324528,-75.513109,83.95
13364,42.804977,-75.261071,78.2
13365,43.125689,-74.853291,79.75
13367,43.757731,-75.532709,83.7142857142857
13368,43.638483,-75.286787,85.7333333333333
13402,42.892429,-75.500629,85.0
13403,43.164533,-75.267645,81.5
13404,43.736385,-75.471758,86.8
13406,43.134514,-74.924889,82.3
13407,42.968801,-74.950576,79.04
13408,42.922949,-75.676749,80.7
13409,42.976475,-75.595112,81.2
13410,42.931043,-74.612591,78.0
13411,42.633789,-75.306457,83.725
13413,43.060413,-75.279398,81.05
13415,42.596494,-75.198473,84.0
13416,43.187371,-74.970659,81.45
13417,43.100974,-75.293788,80.0
13418,42.845704,-75.380460,78.2
13420,43.717768,-74.984147,80.0
13424,43.152367,-75.365215,81.8666666666667
13425,42.964793,-75.487060,82.9
13428,42.915086,-74.546249,78.5
13431,43.209082,-75.073328,81.75
13433,43.594911,-75.248869,85.2
13435,43.304981,-75.150772,81.5
13436,43.811023,-74.666226,79.8
13437,43.580307,-75.803859,80.15
13438,43.354138,-75.159613,80.1333333333333
13439,42.857316,-74.995275,80.425
13440,43.215771,-75.461779,78.96
13441,43.226377,-75.408248,75.45
13450,42.701927,-74.810297,80.75
13452,43.043056,-74.630470,79.35
13454,43.219834,-74.757687,79.8
13456,43.000029,-75.255495,82.7333333333333
13459,42.775008,-74.588678,81.475
13460,42.687707,-75.442290,82.825
13464,42.687973,-75.615788,82.7333333333333
13468,42.848030,-74.851887,79.3
13469,43.214828,-75.302367,81.0
13470,43.209569,-74.609995,79.8
13471,43.357597,-75.577397,80.6666666666667
13472,43.697411,-75.067862,80.0
13473,43.646449,-75.443434,85.0
13475,42.893741,-74.830529,78.9
13476,43.087503,-75.509514,79.3
13477,43.032894,-75.512948,80.5
13478,43.144012,-75.581897,76.9
13480,42.917854,-75.363169,79.75
13483,43.397335,-75.826061,79.075
13484,42.866325,-75.659190,80.7
13485,42.787528,-75.315224,81.6
13486,43.345147,-75.344599,79.95
13488,42.688638,-74.750589,82.2
13489,43.460774,-75.552463,82.45
13490,43.110080,-75.426511,79.3
13491,42.864135,-75.168133,81.3
13492,43.114604,-75.337680,80.9857142857143
13493,43.432843,-75.897509,79.8
13494,43.532529,-75.141288,79.6
13495,43.110890,-75.277497,80.6
13501,43.081283,-75.225833,76.9352941176471
13502,43.141264,-75.154707,77.4222222222222
13601,43.968892,-75.906501,79.3733333333333
13605,43.807410,-76.050358,80.96
13606,43.872576,-76.014735,81.325
13607,44.298548,-75.936006,82.95
13608,44.260940,-75.613698,82.0
13612,43.985237,-75.769370,83.55
13613,44.870613,-74.750443,81.4666666666667
13614,44.530889,-75.691170,84.4
13615,44.047775,-75.984057,77.7
13616,44.030078,-75.857573,81.7666666666667
13617,44.580531,-75.142767,81.325
13618,44.114766,-76.290981,88.1
13619,43.978952,-75.600977,82.4166666666667
13620,43.908782,-75.448325,84.0
13621,44.834246,-75.080093,81.3666666666667
13622,44.100667,-76.106996,83.9
13623,44.449786,-75.752462,81.3
13624,44.209480,-76.093055,86.1333333333333
13625,44.538101,-74.928377,86.7
13626,43.830086,-75.734774,82.4
13628,44.030542,-75.682394,77.2
13630,44.498619,-75.311532,79.9
13633,44.497430,-75.455993,83.1
13634,44.011290,-76.073698,82.8
13635,44.286952,-75.281419,81.2
13636,43.743443,-76.116550,78.2
13637,44.106202,-75.818322,80.8
13638,44.019072,-75.741692,83.7
13639,44.263676,-75.150529,83.6
13640,44.303561,-76.028103,82.95
13641,44.273801,-76.003351,87.7
13642,44.335388,-75.455879,81.75
13643,44.031812,-75.717094,83.7
13646,44.446082,-75.674198,82.36
13647,44.605875,-74.980580,89.8
13648,44.150217,-75.318000,85.025
13650,43.811310,-76.216097,78.6
13651,43.866158,-76.176966,79.0
13652,44.432661,-75.186773,83.225
13654,44.577138,-75.436852,83.725
13655,44.981859,-74.650150,79.55
13656,44.192383,-75.955933,81.325
13658,44.747782,-75.271203,80.7333333333333
13659,43.738005,-75.863380,80.8
13660,44.773868,-75.160958,78.9
13661,43.709620,-76.098396,80.45
13662,44.932334,-74.883932,79.1166666666667
13664,44.584013,-75.645460,84.4
13665,44.048460,-75.434366,84.0
13666,44.218485,-74.926076,83.6
13667,44.837267,-74.960097,80.3
13668,44.754820,-74.986306,80.525
13669,44.672777,-75.482342,81.25
